region_id,week_index,education_exposure_index,engagement_quality,configuration_rate,lead_rate,revenue_index,baseline_intent_index,paid_media_index,availability_index,offer_index,launch_phase
R21,14,82.0759,0.57873,0.085867,0.046622,159245.39,1.1287,0.813339,0.873678,0.484601,0
R21,15,84.25909,0.543008,0.088556,0.050942,182319.28,1.236616,0.740359,0.750711,0.64465,0
R21,16,79.08599,0.529023,0.089927,0.046222,193939.33,1.491399,0.589179,0.82519,0.491107,0
R21,17,84.38017,0.595793,0.087344,0.048503,183432.96,1.065788,0.860031,0.738341,0.417147,0
R21,18,72.64298,0.551497,0.076184,0.042223,206221.93,1.007328,0.735954,0.841721,0.867537,0
R21,19,69.20893,0.523196,0.082848,0.041789,163156.37,0.855444,0.724507,0.745883,0.731329,0
R21,20,72.54278,0.6146,0.08417,0.04701,168588.85,0.715805,0.807316,0.901549,0.855444,0
R21,21,69.95996,0.50788,0.072879,0.043317,199835.34,0.687256,0.703161,0.764269,0.716716,0
R21,22,68.05844,0.515762,0.074817,0.041834,154886.03,0.636133,0.792038,0.788769,0.787732,0
R21,23,58.70523,0.509784,0.062563,0.037127,182855.61,0.357039,0.50828,0.740181,0.469842,0
R21,24,73.39565,0.515429,0.074812,0.042515,168772.84,0.559726,0.969516,0.809079,0.541463,0
R21,25,72.38382,0.529704,0.080947,0.046931,171885.47,0.940534,0.991738,0.609495,0.487261,0
R21,26,68.95127,0.529304,0.08665,0.046253,187192.28,0.841917,1.125958,0.863663,0.765373,0
R22,1,63.43075,0.499028,0.081166,0.049104,168888.91,0.734079,0.869341,0.90975,0.516029,0
R22,2,72.1062,0.612516,0.079787,0.041882,184046.8,1.033892,0.90837,0.830363,0.439353,0
R22,3,81.54424,0.585534,0.090592,0.04805,185491.19,1.105427,1.019916,0.82245,0.400053,0
R22,4,87.05069,0.626477,0.094022,0.049497,161586.75,1.370808,0.809617,0.851377,0.480085,0
R22,5,76.21107,0.533103,0.074739,0.046182,152472.79,0.916887,0.994077,0.732786,0.207791,0
R22,6,66.77507,0.51962,0.073769,0.044388,181193.53,0.877684,0.727445,0.859592,0.527694,0
R22,7,74.23722,0.505662,0.078192,0.044194,190503.55,0.662866,0.974923,1.0,0.472247,0
R22,8,83.12724,0.549964,0.082176,0.042678,167841.27,0.871105,1.086033,0.851139,0.302895,1
R22,9,73.40038,0.543232,0.074568,0.044089,174318.97,0.775789,0.999373,0.648387,0.413194,1
R22,10,74.21574,0.53032,0.074363,0.043806,162601.22,0.682655,0.84127,0.766381,0.467879,1
R22,11,79.73369,0.583312,0.079262,0.041399,189901.08,0.996645,1.087557,0.837804,0.522982,1
R22,12,75.1404,0.550434,0.079259,0.040699,182449.81,0.955538,0.907966,1.0,0.477463,1
R22,13,74.21011,0.538417,0.085058,0.049574,174045.47,0.81244,0.760059,1.0,0.503994,0
R22,14,78.9048,0.558171,0.085575,0.049718,172015.47,1.050526,0.885133,0.570044,0.602747,0
R22,15,73.5613,0.555975,0.087102,0.048781,167064.6,1.171455,0.934454,0.909358,0.406922,0
R22,16,76.60781,0.573841,0.08192,0.047131,158800.06,1.151094,0.894224,0.702047,0.375793,0
R22,17,66.43694,0.51688,0.078782,0.046299,198466.75,1.050461,0.79472,0.85871,0.37333,0
R22,18,85.03937,0.547513,0.077141,0.03917,181761.77,0.815543,1.381097,0.819976,0.470055,0
R22,19,74.72538,0.562051,0.069609,0.038669,176949.8,0.858254,0.919102,0.606753,0.582792,0
R22,20,71.05861,0.53563,0.067926,0.040766,182805.42,0.650743,0.895911,0.767178,0.650117,0
R22,21,68.74015,0.578225,0.071674,0.040817,174712.78,0.566506,0.620567,0.74611,0.669082,0
R22,22,57.45329,0.489311,0.073862,0.037273,149335.7,0.433886,0.792292,0.81201,0.531596,0
R22,23,65.80398,0.536767,0.060121,0.034099,184176.28,0.208418,0.848886,0.786185,0.672336,0
R22,24,73.42167,0.573386,0.076865,0.036074,172127.99,0.60528,1.175955,0.774221,0.64407,0
R22,25,73.65185,0.542568,0.082413,0.045975,173266.47,0.778547,0.56394,0.575091,0.88857,0
R22,26,68.60493,0.540011,0.07719,0.039663,169736.9,0.797066,0.8995,0.551665,0.690953,0
R23,1,63.92079,0.549517,0.078903,0.041825,180429.11,1.049194,0.740942,0.78317,0.49163,0
R23,2,73.63013,0.534639,0.08324,0.047412,158000.5,0.975836,0.938427,0.872791,0.363219,0
R23,3,80.39087,0.569165,0.090315,0.044497,144665.39,1.104569,0.832845,0.904156,0.434211,0
R23,4,71.63017,0.555669,0.083237,0.044168,169611.21,1.130983,0.824533,0.836149,0.669469,0
R23,5,70.87682,0.549437,0.079409,0.040523,147518.33,1.078887,0.83446,0.671344,0.484622,0
R23,6,78.3168,0.551205,0.080901,0.042499,176672.45,0.907451,0.806457,0.735057,0.582066,0
R23,7,71.00563,0.566223,0.079649,0.046074,153295.0,0.735976,0.826176,0.844491,0.25649,0
R23,8,88.17143,0.622367,0.081939,0.04124,136706.07,1.073687,1.019635,0.819771,0.327167,1
R23,9,74.7674,0.608863,0.081142,0.040158,158274.41,0.835217,1.064037,0.937557,0.284338,1
R23,10,82.128,0.574976,0.082937,0.038509,163042.95,0.864283,1.34629,0.86816,0.461369,1
R23,11,76.59315,0.537563,0.084135,0.043763,166247.0,0.973967,1.02856,0.773501,0.30693,1
R23,12,77.12116,0.57327,0.08565,0.045396,170778.66,0.895344,1.078742,0.778321,0.187183,1
R23,13,71.88527,0.567836,0.061996,0.034261,145751.5,0.663446,1.122376,0.902069,0.613846,0
R23,14,80.79282,0.583286,0.081875,0.043408,173555.07,0.966317,1.288099,0.828115,0.230838,0
R23,15,70.87709,0.598408,0.079414,0.039423,181549.05,0.880421,0.750813,0.809051,0.717199,0
R23,16,70.91925,0.604059,0.08446,0.042061,159144.04,0.954133,0.920536,0.634324,0.320872,0
R23,17,78.42416,0.575082,0.084152,0.045021,167925.53,1.139495,0.46872,0.772241,0.376767,0
R23,18,74.81017,0.564378,0.082676,0.046597,175436.08,1.017878,1.241108,0.818555,0.635825,0
R23,19,69.97941,0.529248,0.084515,0.048293,168788.32,0.955943,0.746246,0.847696,0.374447,0
R23,20,61.21291,0.447441,0.068193,0.036542,192786.53,0.441489,0.858813,0.684101,0.731627,0
R23,21,69.97324,0.566887,0.072749,0.043371,176261.09,0.416988,0.93355,0.800199,0.726599,0
R23,22,57.17622,0.491444,0.060675,0.039308,166905.39,0.310693,0.452144,0.895553,0.720668,0
R23,23,72.77296,0.54997,0.076747,0.042178,171642.41,0.395637,1.143184,0.809349,0.788591,0
R23,24,72.00953,0.546228,0.071939,0.042183,146714.7,0.49302,1.110612,0.814671,0.540128,0
R23,25,72.75459,0.535417,0.068358,0.035808,157253.49,0.612167,0.757514,0.67262,0.519483,0
R23,26,69.15996,0.569804,0.085467,0.044513,177052.11,0.729496,0.806142,0.847946,0.452822,0
R24,1,73.60881,0.547101,0.080606,0.043537,188526.92,1.3021,0.834711,0.647931,0.576623,0
R24,2,79.61861,0.565701,0.078888,0.041945,175283.15,1.365266,1.016417,0.733209,0.333014,0
R24,3,83.79657,0.626772,0.087388,0.043042,157185.26,1.562616,1.201299,0.752579,0.44525,0
R24,4,86.6264,0.647873,0.095369,0.048815,181247.06,1.436964,0.911199,0.762053,0.489382,0
R24,5,83.91048,0.560654,0.085371,0.040313,179619.69,1.411694,1.044688,0.791296,0.435517,0
R24,6,81.69008,0.6047,0.086952,0.048411,168604.35,1.221989,1.028906,0.727593,0.533768,0
R24,7,73.31415,0.543838,0.083161,0.03957,142103.55,1.018528,0.977456,0.85098,0.411862,0
R24,8,83.25401,0.652846,0.075518,0.044136,175131.48,0.978465,1.372892,0.687518,0.538857,1
R24,9,79.50375,0.603933,0.079419,0.036687,174777.82,1.040124,1.197605,0.749975,0.471672,1
R24,10,71.98835,0.560014,0.071967,0.037163,169091.34,0.725397,0.945738,0.891934,0.431983,1
R24,11,88.26734,0.587535,0.094563,0.051119,187935.11,1.154575,1.344623,0.660075,0.601852,1
R24,12,77.20575,0.554899,0.074809,0.047205,172501.51,1.087446,1.087812,0.776323,0.474096,1
R24,13,81.27598,0.563247,0.090393,0.051734,189181.78,1.236375,0.61342,0.806335,0.365349,0
R24,14,75.67121,0.547521,0.086958,0.042543,131063.37,1.182521,0.971388,0.74691,0.407401,0
R24,15,81.0111,0.583124,0.092753,0.046803,162732.62,1.375967,0.65787,0.78518,0.514748,0
R24,16,83.91548,0.600413,0.091936,0.045593,157931.36,1.435744,0.871344,0.684502,0.390551,0
R24,17,76.12302,0.562532,0.082006,0.043748,188051.71,1.17148,0.856067,0.644952,0.633631,0
R24,18,88.11807,0.647353,0.101836,0.048892,192556.05,1.582062,1.011277,0.742883,0.613274,0
R24,19,77.28406,0.541237,0.092594,0.050994,171069.46,1.289044,1.130061,0.623488,0.742877,0
R24,20,81.58956,0.613511,0.080194,0.043112,144798.33,1.114929,1.097196,0.895266,0.524599,0
R24,21,70.65471,0.5344,0.074118,0.045476,162944.53,0.683355,0.920868,0.735101,0.636929,0
R24,22,67.22707,0.548566,0.074045,0.040059,150917.41,0.593511,1.225776,0.812258,0.595465,0
R24,23,60.58374,0.520987,0.079193,0.047453,181502.19,0.727349,0.679024,0.786368,0.794049,0
R24,24,70.91905,0.539516,0.080331,0.042225,166873.87,0.915689,0.526635,0.600525,0.970592,0
R24,25,71.72342,0.554731,0.076898,0.042629,171976.0,0.861864,0.598849,0.710969,0.690095,0
R24,26,87.52416,0.636972,0.078409,0.04246,155353.92,1.205873,0.895939,0.625613,0.589064,0
